----------------------------------------------------------------------------------Search Criteria: Text Search: transgender (and); Search in: Projects Limit to: Project Title;Project Terms;		Admin/FundingIC:NICHD; NIMHD; NCMHD; ; Exclude Subprojects: Yes. Fiscal Year: Active Projects; 2020; 2019; 2018; 2017; 2016; 2015; 2014; 2013 ----------------------------------------------------------------------------------NIH Spending Categorization,Project Terms,Project Title,Public Health Relevance,Administering  IC,Application ID,Award Notice Date,FOA,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Program Official Information ,Project Start Date,Project End Date,Study Section,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Congressional District,Department,DUNS Number,FIPS,Latitude,Longitude,Organization ID (IPF),Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,ARRA Indicator,Budget Start Date,Budget End Date,CFDA Code,Funding Mechanism,FY,Funding IC,FY Direct Costs,FY Indirect Costs,FY Total Cost by IC,FY Total Cost (Sub Projects),
No NIH Category available.,"Academy;Address;Administrator;Adolescent;Advisory Committees;Alcohol or Other Drugs use;Ally;Anxiety;Assessment tool;Attitude;base;Behavior;behavioral health;Belief;Bisexual;bullying;Centers for Disease Control and Prevention (U.S.);Climate;climate change;Collaborations;Communities;control trial;Development;Disease;Drops;Educational process of instructing;Effectiveness of Interventions;efficacy trial;empowered;Enrollment;Environment;ethnic diversity;experience;Feeling suicidal;Foundations;Funding;Future;Gays;Goals;Grant;Guidelines;Heterosexuals;improved;innovation;Institute of Medicine (U.S.);Intervention;intervention effect;Leadership;Learning;Lesbian;Lesbian Gay Bisexual Transgender;Lesbian Gay Bisexual Transgender Queer;Literature;Measures;Medicine;Mental Depression;Meta-Analysis;Minority;Modeling;novel;Outcome;Participant;peer;peer victimization;physical assault;Policies;Post-Traumatic Stress Disorders;Prevention;Preventive Intervention;programs;Psychometrics;Public Health;racial diversity;Randomized;Randomized Controlled Trials;recruit;Reporting;Research;Research Institute;Resources;Safety;satisfaction;school district;Schools;Science;Self-Injurious Behavior;service delivery;Site;Source;Stress;stressor;Students;Suicide;Suicide attempt;Surveys;Symptoms;teacher;Teenagers;Testing;theories;therapy development;Time;Training;transgender;Treatment Efficacy;United States;United States National Institutes of Health;Victimization;Vulnerable Populations;Work;Youth;","Feasibility of a multi-level school intervention for LGBTQ youth","PROJECT NARRATIVEWe have proposed to test a minority stress-informed; developmentally appropriate intervention for lesbian; gay;bisexual and transgender (LGBT) adolescents and their schools. If successful; this project will provide directionfor a larger randomized control trial on the effectiveness of this intervention; and participation will address thebehavioral health concerns found in this vulnerable population.","NIMHD","9726162","18-JUN-2019","PA-18-040",1R21MD013971-01,1,R21,MD,013971,01,,"ALVIDREZ, JENNIFER L","18-JUN-2019","31-JAN-2021","Community-Level Health Promotion Study Section (CLHP) ",,"10482989","GOLDBACH, JEREMY THOMAS",Not Applicable,"37","NONE","072933393","US","34.065915","-118.196446","7636101","UNIVERSITY OF SOUTHERN CALIFORNIA","Los Angeles","CA","SCHOOLS OF SOCIAL WORK","90089-0701","UNITED STATES", ,"18-JUN-2019","31-JAN-2020","307",Research Projects,2019,NIMHD,,,258723,
No NIH Category available.,"Adolescence;Adolescent;Adolescent Development;Adult;Age;Alcohol or Other Drugs use;Anxiety;Area;behavioral health;behavioral health intervention;Body Image;Calendar;Child;cisgender;Data;Data Collection;Depression and Suicide;Development;Discrimination;Education;emotional adjustment;Encapsulated;experience;Exposure to;Face;Family;family management;Friends;Future;gender expression;Gender Identity;gender minority;health care availability;Health Surveys;Healthcare Systems;HIV;Hormones;Housing;Image;Individual;Inequality;Interview;Knowledge;Lesbian Gay Bisexual;life history;member;Mental Depression;Mental Health;Methods;Minority;neglect;novel;Outcome;outcome prediction;parent-child communication;Parents;peer;Perception;Personal Satisfaction;Pilot Projects;Policies;Prevention;Process;psychologic;psychological distress;Reporting;Research;response;Risk;Schools;Self Concept;self esteem;Self Perception;Self-Injurious Behavior;Social Environment;Social Justice;social stigma;Social support;Stress;stressor;Suicide;Surveys;System;Theoretical model;transgender;Victimization;Youth;","Adolescent and parent stress and support related to adolescent gender identity.","Project Narrative Transgender adolescents are disproportionately impacted by mental health concerns including depression;anxiety; and poor self-esteem and body image. Research has focused on either the experiences oftransgender youth or their parents; but not both; which limits our understanding of transgender adolescent ?parent stress (i.e.; dyadic stress) and parent support. Specifically; this pilot study uses Life History Calendar(LHC) informed qualitative interviews and a quantitative behavioral health and parent-support survey toinvestigate transgender adolescent and parent perceptions of adolescent minority stress; adolescent-parentstress and parent support in response to adolescent gender identity development and expression andassesses potential correlations with adolescent psychological functioning.","NICHD","9707594","6-JUN-2019","PA-16-309",5F31HD091981-02,5,F31,HD,091981,02,,"ESPOSITO, LAYLA E","15-JUN-2018","14-JUN-2020","Special Emphasis Panel (ZRG1-F16-L (20)L)",,"12660444","DUNLAP, SHANNON LEE",Not Applicable,"33","SOCIAL SCIENCES","092530369","US","34.071312","-118.443545","577505","UNIVERSITY OF CALIFORNIA LOS ANGELES","LOS ANGELES","CA","SCHOOLS OF ARTS AND SCIENCES","90095-2000","UNITED STATES", ,"15-JUN-2019","14-JUN-2020","865",Training; Individual,2019,NICHD,37148,,37148,
No NIH Category available.,"absorption;Address;Affect;Age;Alcohol or Other Drugs use;Anxiety;Attitude;Award;base;Behavior;biological adaptation to stress;Birth;Caring;Clinic;Cognitive;community based participatory research;community center;cultural values;Data;Development;digital;Discrimination;Environment;experience;Family;Family member;family support;Fostering;Future;Gender;Gender Identity;gender minority;Goals;Group Homes;Health;Health behavior change;Health Promotion;Homelessness;Housing;improved;Individual;innovation;Institute of Medicine (U.S.);Intervention;Intervention Studies;Interview;Knowledge;Lead;Lesbian Gay Bisexual Transgender;Link;Mental Depression;Mentors;Methods;Minority;Modeling;Multimedia;negative affect;New England;Outcome;Parents;Participant;Pathway interactions;perceived stress;Personal Satisfaction;Persuasive Communication;Phase;Play;Population;Prejudice;Process;Provider;psychologic;public health relevance;Qualitative Methods;recruit;Research;Risk;Self Efficacy;Self-Injurious Behavior;sex;sexual minority;sexual risk behavior;Shelter facility;Siblings;skills;social;Social Network;social stigma;Social support;Source;Stigmatization;Stress;stressor;Suicide;support network;Surveys;System;Systems Theory;Target Populations;Testing;theories;therapy development;Time;Training;transgender;Transportation;United States National Institutes of Health;Visual;Work;Youth;","The Family Environment; Social Support; and Health in Transgender Youth","PUBLIC HEALTH RELEVANCE: Transgender youth may be at greater risk than non-transgender youth for negative health outcomes; such as substance use; self-harm; and depression; due in part to stressors related to the family environment. This research will increase knowledge about the longitudinal effects of the family environment on health outcomes among transgender youth and the development of innovative interventions that can ultimately improve the health and well-being of transgender youth and families.","NICHD","9637401","26-APR-2019","PA-14-042",5R00HD082340-05,5,R00,HD,082340,05,,"BURES, REGINA M","25-FEB-2017","31-JAN-2020","Special Emphasis Panel (NSS)",,"11817394","KATZ-WISE, SABRA L.",Not Applicable,"07","Unavailable","076593722","US","42.336891","-71.105371","1504801","BOSTON CHILDREN'S HOSPITAL","BOSTON","MA","Independent Hospitals","02115-5724","UNITED STATES", ,"1-FEB-2019","31-JAN-2020","865",Research Projects,2019,NICHD,135179,104088,233891,
No NIH Category available.,"25-hydroxyvitamin D;Adolescent;Age;age related;Agonist;Area;Attenuated;attenuation;Biometry;Body Composition;Body measure procedure;bone;bone age;Bone Density;Bone Development;Bone Growth;bone health;bone imaging;bone mass;bone metabolism;bone quality;Bone Resorption;bone strength;bone turnover;boys;C-telopeptide;calcium intake;Caring;Child Care;Childhood;Clinical;clinical care;clinical practice;Cohort Studies;Complex;Coupled;Data;Data Analyses;Densitometry;design;Diagnostic radiologic examination;diet and exercise;Dietary Calcium;Drops;Dual-Energy X-Ray Absorptiometry;Elderly;Endocrinology;Enrollment;Ensure;Epidemiology;Estradiol;European;Exercise;experience;Fellowship;Fracture;fracture risk;Future;Gender;gender dysphoria;gender nonconforming;girls;Goals;Gonadal Steroid Hormones;Gonadotropin Hormone Releasing Hormone;Growth;Guidelines;Health;hormone therapy;Hormones;Image;Impairment;improved;Incidence;Insulin-Like Growth Factor I;Intervention;intervention effect;Investigation;K-Series Research Career Programs;Knowledge;Laboratories;Lead;lean body mass;Learning;Life;Measures;Medical;Mental Health;Mentorship;mineralization;N-terminal;Osteogenesis;Outcome;Participant;Peripheral;Physicians;Physiological;prevent;primary outcome;Procollagen;Puberty;Radiology Specialty;Reference Values;Reporting;Research;Resolution;Risk;Scientist;secondary outcome;sex;Site;skeletal;Skeletal bone;Skeletal Development;Skeleton;Structure;Testing;Testosterone;Time;Training;transgender;Treatment Protocols;Vitamin D;Weight-Bearing state;Work;X-Ray Computed Tomography;young adult;Youth;","Bone Density; Structure; and Estimated Strength in Transgender Youth Receiving Pubertal Suppression in Early Puberty","PROJECT NARRATIVEGender-affirming therapy in gender non-conforming youth has been shown to improve mental healthoutcomes; but longitudinal data on the skeletal effects of puberty suppression in the early pubertal genderdysphoric youth do not exist. Because puberty is a critical time period for growth and mineralization of theskeleton; gender-affirming therapy is introduced during a particularly vulnerable window. Understanding howbody composition and bone mass changes with puberty suppression in these youth will fill a crucial knowledgegap and potentially improve current treatment protocols; as future studies can build upon these findings tofurther investigate changes as gender-affirming sex hormones are initiated.","NICHD","9756170","12-JUN-2019","PA-18-670",1F32HD098763-01,1,F32,HD,098763,01,,"WINER, KAREN","1-JUL-2019","30-JUN-2020","Special Emphasis Panel (ZRG1-F10B-B (20)L)",,"15050574","LEE, JANET YI MAN",Not Applicable,"12","PEDIATRICS","094878337","US","37.786097","-122.448391","577508","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO","CA","SCHOOLS OF MEDICINE","94118-6215","UNITED STATES", ,"1-JUL-2019","30-JUN-2020","865",Training; Individual,2019,NICHD,74858,,74858,
No NIH Category available.,"Address;Adolescence;Adolescent;Agreement;Area;Attention;base;Behavior;Behavioral;behavioral health;Birth;Boston;California;Caregivers;Caring;Characteristics;Chicago;Child;Childhood;Classification;Clinic;Clinical;clinical care;Clinical Management;clinical practice;Cognition;cohort;Collaborations;Collection;Companions;Consensus;Data;Data Reporting;Development;Diagnosis;Distress;early childhood;emerging adult;Enrollment;experience;externalizing behavior;Family;First Name;Funding;Gender;gender dysphoria;gender expression;Gender Identity;gender nonconforming;Gender Role;gender transition;Goals;Grant;Health;Healthcare;improved;Individual;Institute of Medicine (U.S.);Intervention;Investigation;Knowledge;Lesbian Gay Bisexual Transgender;Life Cycle Stages;Longitudinal cohort;Longitudinal cohort study;Longitudinal prospective study;Longitudinal Studies;Los Angeles;Measures;medical schools;Mental Health;National Institute of Child Health and Human Development;Outcome;outcome forecast;Parents;Participant;Pattern;Pediatric Hospitals;person centered;population based;prepuberty;programs;psychosocial;recruit;Reporter;Reporting;Research;Research Support;resilience;Resources;Risk;Role;Sampling;San Francisco;sex;Site;social;Subgroup;Symptoms;Time;transgender;United States;United States National Institutes of Health;Universities;University Hospitals;Work;Youth;","A Longitudinal Study of Gender Nonconformity in Prepubescent Children","PROJECT NARRATIVETo date; the youngest transgender/gender-nonconforming (TGNC) individuals have been overlookeddespite the May 2011 Institute of Medicine (IOM) report; ?The Health of Lesbian; Gay; Bisexual; andTransgender People;? explicitly calling for NIH-supported research on the health needs of TGNCindividuals; including: (1) the collection of empirical data on TGNC-specific health care to addressgender dysphoria; (2) rigorous research aimed at understanding the health implications of approachesto care; and (3) longitudinal cohort studies that incorporate a life-course perspective to examinespecific experiences of TGNC individuals across developmental stages. The proposed study leveragesthe resources of the only NIH-funded network of four US-based pediatric gender centers (Grant#R01HD082554); expanding on this current collaboration (studying TGNC adolescents) to include ayounger and understudied cohort of prepubertal TGNC children. Specifically; the study aims to expandthe body of empirical knowledge pertaining to gender development and cognition in TGNC children;their mental health symptomology and functioning over time; and how family-initiated social gendertransition may predict or alleviate mental health symptoms and/or diagnoses.","NICHD","9637730","21-MAR-2019","PA-17-478",1R01HD097122-01,1,R01,HD,097122,01,,"ESPOSITO, LAYLA E","21-MAR-2019","29-FEB-2024","Psychosocial Development, Risk and Prevention Study Section (PDRP) ",,"11627867","HIDALGO, MARCO  ","CHEN, DIANE ;EHRENSAFT, DIANE ;TISHELMAN, AMY C.","28","Unavailable","052277936","US","34.098065","-118.290690","1520001","CHILDREN'S HOSPITAL OF LOS ANGELES","LOS ANGELES","CA","Independent Hospitals","90027-6062","UNITED STATES", ,"21-MAR-2019","29-FEB-2020","865",Research Projects,2019,NICHD,597910,178925,776835,
No NIH Category available.,"Address;Adolescent;Adult;Affect;Agonist;Androgens;Animal Model;Animals;Architecture;Assisted Reproductive Technology;base;body system;Breeding;Caring;Clinical;clinical practice;Clinical Research;clinically relevant;Conflict (Psychology);Counseling;Data;Defect;Development;Estradiol;Estrous Cycle;evidence base;experimental study;Female;Fertility;fertility preservation;Fertilization;Fertilization in Vitro;folliculogenesis;Foundations;Future;Gender Identity;gender transition;Goals;Gonadal Steroid Hormones;Gonadotropin Hormone Releasing Hormone;Histologic;Histology;hormone therapy;Hormones;Human;implantation;improved;Infertility;insight;International;Knowledge;Lead;male;Medical;Modeling;mouse model;Mus;Neurosecretory Systems;Observational Study;offspring;oocyte cryopreservation;Oocytes;Operative Surgical Procedures;Outcome;Ovarian;Ovarian Stimulations;Ovary;ovary transplantation;Patients;peripubertal period;Phenotype;Polycystic Ovary Syndrome;prenatal;prepuberty;Prevalence;Puberty;Recommendation;Regimen;Reproduction;reproductive;reproductive function;Reproductive Health;reproductive tract;Research;Research Personnel;response;Role;Serum;sex;Sex Characteristics;steroid hormone;Superovulation;Testing;Testosterone;Time;tool;transgender;transgender men;Translational Research;translational study;United States;","Reproductive Consequences of Steroid Hormone Administration","There is a paucity of data on the effect of exogenously administered testosterone (T) for cross-sex hormone therapy on future reproductive function in transgender men; and no data on thelong-term reproductive consequences of peripubertal treatment with gonadotropin-releasinghormone agonist followed immediately by T therapy (GnRHa-T) in transgender adolescents.Successful completion of the proposed research will 1) clarify the effect and reversibility ofcross-sex T and GnRHa-T therapy on future reproductive function in our clinically-relevantfemale-to-male transgender model; and 2) lay the groundwork for researchers studying theeffects of cross-sex T therapy on other aspects of reproduction; other organ systems; andtransgenerational effects. The results from these experiments can stimulate further translationalstudies to inform clinical practice and counseling around timing and necessity of fertilitypreservation in transgender men.","NICHD","9711053","25-APR-2019","PA-18-729",1R01HD098233-01,1,R01,HD,098233,01,,"EISENBERG, ESTHER","1-MAY-2019","30-APR-2024","Integrative and Clinical Endocrinology and Reproduction Study Section (ICER) ",,"11513033","MORAVEK, MOLLY BENNETTE",Not Applicable,"12","OBSTETRICS & GYNECOLOGY","073133571","US","42.244005","-83.739150","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF MEDICINE","48109-1276","UNITED STATES", ,"1-MAY-2019","30-APR-2020","865",Research Projects,2019,NICHD,320774,179633,500407,
No NIH Category available.,"Adolescence;Adolescent;Age;Agonist;Alcohol or Other Drugs use;Anxiety;base;Behavior;Birth;Bone Density;bone health;Boston;California;Caring;Characteristics;Chicago;Child;Clinic;Clinical;clinical care;clinical practice;Clinical Practice Guideline;cohort;community center;Country;Data;Depression and Suicide;depressive symptoms;Development;Distress;Electrolytes;Enzymes;evidence base;Exhibits;experience;Fasting;Feminine;follow up assessment;Gender;gender dysphoria;Gender Identity;gender transition;Glucose;Glycosylated hemoglobin A;Goals;Gonadal Steroid Hormones;Gonadotropin Hormone Releasing Hormone;Guidelines;Health;Hemoglobin;HIV;HIV Infections;Hormonal;Hormone use;Hormones;Individual;Institute of Medicine (U.S.);Insulin;Intervention;Knowledge;Lesbian Gay Bisexual Transgender;Lipids;Liver;Los Angeles;Masculine;Medical;Mental Depression;Mental Health;Metabolic;Multicenter Studies;Observational Study;Outcome;Patients;Pediatric Hospitals;peer;Phenotype;Physiological;Population;Psyche structure;psychosocial;Puberty;public health relevance;Quality of life;Recommendation;recruit;reduce symptoms;Reporting;Research;Risk;Safety;San Francisco;Self-Injurious Behavior;sex;Sex Characteristics;sexual risk behavior;Site;Specific qualifier value;Suicide;Time;transgender;transgender women;trauma symptom;Treatment Protocols;Treatment/Psychosocial Effects;United States;Universities;Well in self;Youth;","The Impact of Early Medical Treatment in Transgender Youth","PUBLIC HEALTH RELEVANCE: The Institute of Medicine's 2011 report "The Health of Lesbian; Gay; Bisexual; and Transgender (LGBT) People;" calls for the development of evidence-based and rigorous research aimed at understanding the health implications of hormone use in transgender individuals. The goal of the proposed research is to conduct a multi-site observational study examining the physiological and psychosocial outcomes of existing medical treatment protocols for gender dysphoria in two cohorts: early pubertal and late pubertal transgender youth.","NICHD","9730239","21-JUN-2019","PA-12-111",5R01HD082554-05,5,R01,HD,082554,05,,"WINER, KAREN","1-AUG-2015","30-JUN-2020","Health, Behavior, and Context Subcommittee (CHHD-M) ",,"10480275","OLSON-KENNEDY, JOHANNA L ","CHAN, YEE-MING ;GAROFALO, ROBERT ;ROSENTHAL, STEPHEN M","28","Unavailable","052277936","US","34.098065","-118.290690","1520001","CHILDREN'S HOSPITAL OF LOS ANGELES","LOS ANGELES","CA","Independent Hospitals","90027-6062","UNITED STATES", ,"1-JUL-2019","30-JUN-2020","865",Research Projects,2019,NICHD,912305,198995,1111300,
No NIH Category available.,"Address;Affect;Aftercare;Anatomy;Anterior;Area;Awareness;base;Behavioral;Birth;Body Image;Brain;Cerebrum;Characteristics;cingulate gyrus;Clinic;Clinical;Clinical Research;cost;Costs and Benefits;Data;Decision Making;Development;Dose;dysphoria;Estrogens;Etiology;Evaluation;Exhibits;experience;experimental study;Female;Functional Magnetic Resonance Imaging;Gender;Gender Confirmation Surgery;gender diversity;gender dysphoria;Gender Identity;gender nonconforming;Gender Role;global health;Gonadal Steroid Hormones;Hormonal;Hormones;Image;improved;Individual;Institutes;interest;Intervention;Investigation;Left;Life;Link;Magnetic Resonance Imaging;male;Measures;Mediating;Medical;Modeling;neural circuit;neural patterning;Neurobiology;neuroimaging;novel;Operative Surgical Procedures;Outcome;outcome prediction;Participant;Pattern;Perception;Personal Satisfaction;Phenotype;Population;Procedures;Quality of life;Questionnaires;recruit;Reporting;Research;Rest;Role;satisfaction;Self Perception;Series;sex;sexual dimorphism;Site;Stigmatization;Stress;Structure;suicide rate;Sweden;Symptoms;Testing;Testosterone;Thick;Thinking;transgender;United States;urban area;Validity and Reliability;Visual;visual processing;Waist-Hip Ratio;","Gender identity and own body perception implications for the neurobiology of gender dysphoria","Project NarrativeProject Narrative: Perturbations of the experience of self and gender identity motivate individuals withgender dysphoria to undergo hormone and surgical alterations. However; little is known about the neuralcircuitry involved in body perception in these individuals; how it is affected by hormonal treatment; and whatmay predict better or worse longitudinal outcome after treatment. This study will provide valuable informationon the neurobiological underpinning of gender dysphoria; and promises to uncover brain structure; activation;and connectivity; as well as body phenotype and hormonal patterns that could predict outcome in terms ofbody image and quality of life after cross-sex hormone treatment; which ultimately could be used to assist inmedical decision-making.","NICHD","9740939","1-SEP-2019","PA-13-302",5R01HD087712-03,5,R01,HD,087712,03,,"LEE, KAREN","22-AUG-2017","31-JUL-2022","Psychosocial Development, Risk and Prevention Study Section (PDRP) ",,"8559484","FEUSNER, JAMIE  ","SAVIC-BERGLUND, IVANKA ","33","NONE","092530369","US","34.071312","-118.443545","577505","UNIVERSITY OF CALIFORNIA LOS ANGELES","LOS ANGELES","CA","SCHOOLS OF MEDICINE","90095-2000","UNITED STATES", ,"1-AUG-2019","31-JUL-2020","865",Research Projects,2019,NICHD,418187,113015,531202,
No NIH Category available.,"Address;Adolescent;adolescent health;adolescent suicide;Adoption;Advocate;Alcohol or Other Drugs use;base;Behavior;bullying;Caring;Centers for Disease Control and Prevention (U.S.);Child Health;child services;Childhood;cisgender;Collaborations;Communities;Community Health;Disadvantaged;Discrimination;Educational Curriculum;Environment;Evaluation;evidence base;Evidence based intervention;Evidence based practice;experience;Feedback;Focus Groups;Health;Health education;Health Educators;Health Personnel;Health Services;Healthcare;Heterosexuals;high school;High School Student;implementation science;Improve Access;improved;Individual;Infrastructure;innovation;Institute of Medicine (U.S.);Intervention;Intervention Studies;Interview;Knowledge;Lead;Leadership;Lesbian Gay Bisexual;Lesbian Gay Bisexual Transgender Intersex;member;Mental Depression;Mental Health;Methodology;Methods;Minority;minority student;Modeling;Monitor;New Mexico;NIH Program Announcements;novel;Nurse's Role;Nurses;nursing intervention;Nursing Schools;Outcome;peer;Policies;Population;population based;Positioning Attribute;Preparation;prevent;Preventive;Privatization;Process;Process Assessment;Professional counselor;Psyche structure;psychologic;Public Health;public health priorities;public health relevance;Qualitative Methods;Randomized Controlled Trials;reducing suicide;Reporting;Research;Research Institute;Resources;Risk;Role;Safety;school health;School Health Services;School Nursing;Schools;Sexual and Gender Minorities;sexual minority;skills;social;social stigma;Social Workers;Staff Development;Stress;Structure;Students;suicidal behavior;suicidal risk;Suicide;Surveys;System;Time;Training;Training and Education;treatment as usual;Underserved Population;United States National Institutes of Health;Universities;Violence;Vulnerable Populations;Youth;","Implementing School Nursing Strategies to Reduce LGBTI Adolescent Suicide","PUBLIC HEALTH RELEVANCE: Reducing youth suicide in the U.S. is a national public health priority. Sexual and gender minority adolescents are at elevated risk for suicide. Safer school environments; however; can decrease this risk. This study capitalizes on the critical role of school nurses in improving the mental health of this vulnerable population through implementation and sustainment of evidence-based strategies to enhance school environments. In addition to suicide; the conceptual framework and methods for this novel; nurse-led intervention can be applied to address the health-related concerns of other pediatric populations encountered in school settings as well.","NICHD","9692033","14-MAY-2019","PA-12-111",5R01HD083399-04,5,R01,HD,083399,04,,"LEE, KAREN","12-MAY-2016","30-APR-2021","Special Emphasis Panel (ZRG1-HDM-X (03))",,"1989094","WILLGING, CATHLEEN E. ","RAMOS, MARY ","04","Unavailable","021883350","US","39.050676","-76.937270","1871901","PACIFIC INSTITUTE FOR RES AND EVALUATION","BELTSVILLE","MD","Research Institutes","20705-3111","UNITED STATES", ,"1-MAY-2019","30-APR-2020","865",Research Projects,2019,NICHD,433088,169472,602560,
No NIH Category available.,"Adoption;Attention;Attitude;base;Behavior;Cardiovascular Diseases;care providers;Caring;Chronic stress;cisgender;Clinic;Clinical;Color;Communities;Competence;cost;cultural competence;Data;Data Collection;design;Development;Diabetes Mellitus;diet and exercise;Disclosure;Discrimination;disparity reduction;Economic Conditions;Educational Curriculum;Effectiveness;Elements;Environment;Ethnic Origin;Evaluation;experience;Failure;Federally Qualified Health Center;Focus Groups;Gender;gender expression;Gender Identity;gender nonconforming;Geography;Guideline Adherence;Guidelines;Health;health care delivery;health disparity;health equity;Health Services Research;Health Status;Healthcare;Healthcare Systems;Heterosexuals;Hispanics;Hybrids;Hypertension;implementation strategy;improved;incentive strategies;Individual;innovation;intersectionality;Intervention;Language;Latino;Leadership;Lesbian Gay Bisexual;Life Cycle Stages;Link;Medical;Medical Education;member;Mental Health;Minority;minority health;Mission;Modeling;Native Americans;Nature;New Mexico;organizational climate;Organizational Culture;Outcome;patient oriented;Patients;Policies;Population;population based;Practice Guidelines;practice setting;prevent;Prevention;Preventive service;primary care services;primary care setting;Primary Health Care;Process;Provider;public health priorities;Race;racial and ethnic;Readiness;Recommendation;Recording of previous events;Research;Research Institute;Research Priority;Resources;Rural;rural dwellers;rurality;safety net;screening;Screening for cancer;service delivery;service providers;Services;sex;Sex Orientation;Sexual and Gender Minorities;Sexually Transmitted Diseases;Shapes;social;Social Identification;social stigma;socioeconomic disadvantage;socioeconomics;Stress;Stretching;Structure;substance misuse;Supervision;System;Techniques;Testing;theories;Training;transgender;Work;","Enhancing Primary Care Services for Diverse Sexual and Gender Minority Populations","Project NarrativeCompared to heterosexual; cisgender populations; sexual and gender minorities (SGMs) are much more likelyto suffer a variety of serious health conditions and far less likely to access preventive services; especially whenthey are members of other health disparities populations; i.e.; Hispanics/Latinos; Native Americans;socioeconomically disadvantaged groups; and rural residents. Primary care services are the frontline ofprevention; screening; and healthcare delivery across the life course; however; few have mechanisms to createpractice milieus that are attentive to SGM patients. This study will produce data to select; adapt; and developSGM practice guidelines and implementation strategies; develop an implementation toolkit with stakeholderinput; and pilot the toolkit to promote SGM-specific cultural competence at multiple levels of service deliveryand enhance SGM health in primary care clinics where providers are stretched to form a healthcare safety netfor socially diverse communities throughout the U.S.","NIMHD","9783886","25-MAR-2019","PA-15-263",5R21MD011648-02,5,R21,MD,011648,02,,"ALVIDREZ, JENNIFER L","12-SEP-2018","30-APR-2020","Health Services Organization and Delivery Study Section (HSOD) ",,"1989094","WILLGING, CATHLEEN E.",Not Applicable,"04","Unavailable","021883350","US","39.050676","-76.937270","1871901","PACIFIC INSTITUTE FOR RES AND EVALUATION","BELTSVILLE","MD","Research Institutes","20705-3111","UNITED STATES", ,"1-MAY-2019","30-APR-2020","307",Research Projects,2019,NIMHD,,,199890,
